The Absolute Way;Relative Way;Class
C:/Users/User/nuck figgers/another_dir\cat_0557.jpg;another_dir\cat_0557.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0558.jpg;another_dir\cat_0558.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0559.jpg;another_dir\cat_0559.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0560.jpg;another_dir\cat_0560.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0561.jpg;another_dir\cat_0561.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0562.jpg;another_dir\cat_0562.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0563.jpg;another_dir\cat_0563.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0564.jpg;another_dir\cat_0564.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0565.jpg;another_dir\cat_0565.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0566.jpg;another_dir\cat_0566.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0567.jpg;another_dir\cat_0567.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0568.jpg;another_dir\cat_0568.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0569.jpg;another_dir\cat_0569.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0570.jpg;another_dir\cat_0570.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0571.jpg;another_dir\cat_0571.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0572.jpg;another_dir\cat_0572.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0573.jpg;another_dir\cat_0573.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0574.jpg;another_dir\cat_0574.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0575.jpg;another_dir\cat_0575.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0576.jpg;another_dir\cat_0576.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0577.jpg;another_dir\cat_0577.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0578.jpg;another_dir\cat_0578.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0579.jpg;another_dir\cat_0579.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0580.jpg;another_dir\cat_0580.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0581.jpg;another_dir\cat_0581.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0582.jpg;another_dir\cat_0582.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0583.jpg;another_dir\cat_0583.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0584.jpg;another_dir\cat_0584.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0585.jpg;another_dir\cat_0585.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0586.jpg;another_dir\cat_0586.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0587.jpg;another_dir\cat_0587.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0588.jpg;another_dir\cat_0588.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0589.jpg;another_dir\cat_0589.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0590.jpg;another_dir\cat_0590.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0591.jpg;another_dir\cat_0591.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0592.jpg;another_dir\cat_0592.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0593.jpg;another_dir\cat_0593.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0594.jpg;another_dir\cat_0594.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0595.jpg;another_dir\cat_0595.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0596.jpg;another_dir\cat_0596.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0597.jpg;another_dir\cat_0597.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0598.jpg;another_dir\cat_0598.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0599.jpg;another_dir\cat_0599.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0600.jpg;another_dir\cat_0600.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0601.jpg;another_dir\cat_0601.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0602.jpg;another_dir\cat_0602.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0603.jpg;another_dir\cat_0603.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0604.jpg;another_dir\cat_0604.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0605.jpg;another_dir\cat_0605.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0606.jpg;another_dir\cat_0606.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0607.jpg;another_dir\cat_0607.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0608.jpg;another_dir\cat_0608.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0609.jpg;another_dir\cat_0609.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0610.jpg;another_dir\cat_0610.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0611.jpg;another_dir\cat_0611.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0612.jpg;another_dir\cat_0612.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0613.jpg;another_dir\cat_0613.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0614.jpg;another_dir\cat_0614.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0615.jpg;another_dir\cat_0615.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0616.jpg;another_dir\cat_0616.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0617.jpg;another_dir\cat_0617.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0618.jpg;another_dir\cat_0618.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0619.jpg;another_dir\cat_0619.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0620.jpg;another_dir\cat_0620.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0621.jpg;another_dir\cat_0621.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0622.jpg;another_dir\cat_0622.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0623.jpg;another_dir\cat_0623.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0624.jpg;another_dir\cat_0624.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0625.jpg;another_dir\cat_0625.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0626.jpg;another_dir\cat_0626.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0627.jpg;another_dir\cat_0627.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0628.jpg;another_dir\cat_0628.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0629.jpg;another_dir\cat_0629.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0630.jpg;another_dir\cat_0630.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0631.jpg;another_dir\cat_0631.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0632.jpg;another_dir\cat_0632.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0633.jpg;another_dir\cat_0633.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0634.jpg;another_dir\cat_0634.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0635.jpg;another_dir\cat_0635.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0636.jpg;another_dir\cat_0636.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0637.jpg;another_dir\cat_0637.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0638.jpg;another_dir\cat_0638.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0639.jpg;another_dir\cat_0639.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0640.jpg;another_dir\cat_0640.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0641.jpg;another_dir\cat_0641.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0642.jpg;another_dir\cat_0642.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0643.jpg;another_dir\cat_0643.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0644.jpg;another_dir\cat_0644.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0645.jpg;another_dir\cat_0645.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0646.jpg;another_dir\cat_0646.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0647.jpg;another_dir\cat_0647.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0648.jpg;another_dir\cat_0648.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0649.jpg;another_dir\cat_0649.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0650.jpg;another_dir\cat_0650.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0651.jpg;another_dir\cat_0651.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0652.jpg;another_dir\cat_0652.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0653.jpg;another_dir\cat_0653.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0654.jpg;another_dir\cat_0654.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0655.jpg;another_dir\cat_0655.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0656.jpg;another_dir\cat_0656.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0657.jpg;another_dir\cat_0657.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0658.jpg;another_dir\cat_0658.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0659.jpg;another_dir\cat_0659.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0660.jpg;another_dir\cat_0660.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0661.jpg;another_dir\cat_0661.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0662.jpg;another_dir\cat_0662.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0663.jpg;another_dir\cat_0663.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0664.jpg;another_dir\cat_0664.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0665.jpg;another_dir\cat_0665.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0666.jpg;another_dir\cat_0666.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0667.jpg;another_dir\cat_0667.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0668.jpg;another_dir\cat_0668.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0669.jpg;another_dir\cat_0669.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0670.jpg;another_dir\cat_0670.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0671.jpg;another_dir\cat_0671.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0672.jpg;another_dir\cat_0672.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0673.jpg;another_dir\cat_0673.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0674.jpg;another_dir\cat_0674.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0675.jpg;another_dir\cat_0675.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0676.jpg;another_dir\cat_0676.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0677.jpg;another_dir\cat_0677.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0678.jpg;another_dir\cat_0678.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0679.jpg;another_dir\cat_0679.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0680.jpg;another_dir\cat_0680.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0681.jpg;another_dir\cat_0681.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0682.jpg;another_dir\cat_0682.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0683.jpg;another_dir\cat_0683.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0684.jpg;another_dir\cat_0684.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0685.jpg;another_dir\cat_0685.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0686.jpg;another_dir\cat_0686.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0687.jpg;another_dir\cat_0687.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0688.jpg;another_dir\cat_0688.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0689.jpg;another_dir\cat_0689.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0690.jpg;another_dir\cat_0690.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0691.jpg;another_dir\cat_0691.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0692.jpg;another_dir\cat_0692.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0693.jpg;another_dir\cat_0693.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0694.jpg;another_dir\cat_0694.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0695.jpg;another_dir\cat_0695.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0696.jpg;another_dir\cat_0696.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0697.jpg;another_dir\cat_0697.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0698.jpg;another_dir\cat_0698.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0699.jpg;another_dir\cat_0699.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0700.jpg;another_dir\cat_0700.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0701.jpg;another_dir\cat_0701.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0702.jpg;another_dir\cat_0702.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0703.jpg;another_dir\cat_0703.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0704.jpg;another_dir\cat_0704.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0705.jpg;another_dir\cat_0705.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0706.jpg;another_dir\cat_0706.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0707.jpg;another_dir\cat_0707.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0708.jpg;another_dir\cat_0708.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0709.jpg;another_dir\cat_0709.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0710.jpg;another_dir\cat_0710.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0711.jpg;another_dir\cat_0711.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0712.jpg;another_dir\cat_0712.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0713.jpg;another_dir\cat_0713.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0714.jpg;another_dir\cat_0714.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0715.jpg;another_dir\cat_0715.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0716.jpg;another_dir\cat_0716.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0717.jpg;another_dir\cat_0717.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0718.jpg;another_dir\cat_0718.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0719.jpg;another_dir\cat_0719.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0720.jpg;another_dir\cat_0720.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0721.jpg;another_dir\cat_0721.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0722.jpg;another_dir\cat_0722.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0723.jpg;another_dir\cat_0723.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0724.jpg;another_dir\cat_0724.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0725.jpg;another_dir\cat_0725.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0726.jpg;another_dir\cat_0726.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0727.jpg;another_dir\cat_0727.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0728.jpg;another_dir\cat_0728.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0729.jpg;another_dir\cat_0729.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0730.jpg;another_dir\cat_0730.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0731.jpg;another_dir\cat_0731.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0732.jpg;another_dir\cat_0732.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0733.jpg;another_dir\cat_0733.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0734.jpg;another_dir\cat_0734.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0735.jpg;another_dir\cat_0735.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0736.jpg;another_dir\cat_0736.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0737.jpg;another_dir\cat_0737.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0738.jpg;another_dir\cat_0738.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0739.jpg;another_dir\cat_0739.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0740.jpg;another_dir\cat_0740.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0741.jpg;another_dir\cat_0741.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0742.jpg;another_dir\cat_0742.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0743.jpg;another_dir\cat_0743.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0744.jpg;another_dir\cat_0744.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0745.jpg;another_dir\cat_0745.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0746.jpg;another_dir\cat_0746.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0747.jpg;another_dir\cat_0747.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0748.jpg;another_dir\cat_0748.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0749.jpg;another_dir\cat_0749.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0750.jpg;another_dir\cat_0750.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0751.jpg;another_dir\cat_0751.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0752.jpg;another_dir\cat_0752.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0753.jpg;another_dir\cat_0753.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0754.jpg;another_dir\cat_0754.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0755.jpg;another_dir\cat_0755.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0756.jpg;another_dir\cat_0756.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0757.jpg;another_dir\cat_0757.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0758.jpg;another_dir\cat_0758.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0759.jpg;another_dir\cat_0759.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0760.jpg;another_dir\cat_0760.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0761.jpg;another_dir\cat_0761.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0762.jpg;another_dir\cat_0762.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0763.jpg;another_dir\cat_0763.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0764.jpg;another_dir\cat_0764.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0765.jpg;another_dir\cat_0765.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0766.jpg;another_dir\cat_0766.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0767.jpg;another_dir\cat_0767.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0768.jpg;another_dir\cat_0768.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0769.jpg;another_dir\cat_0769.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0770.jpg;another_dir\cat_0770.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0771.jpg;another_dir\cat_0771.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0772.jpg;another_dir\cat_0772.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0773.jpg;another_dir\cat_0773.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0774.jpg;another_dir\cat_0774.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0775.jpg;another_dir\cat_0775.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0776.jpg;another_dir\cat_0776.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0777.jpg;another_dir\cat_0777.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0778.jpg;another_dir\cat_0778.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0779.jpg;another_dir\cat_0779.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0780.jpg;another_dir\cat_0780.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0781.jpg;another_dir\cat_0781.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0782.jpg;another_dir\cat_0782.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0783.jpg;another_dir\cat_0783.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0784.jpg;another_dir\cat_0784.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0785.jpg;another_dir\cat_0785.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0786.jpg;another_dir\cat_0786.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0787.jpg;another_dir\cat_0787.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0788.jpg;another_dir\cat_0788.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0789.jpg;another_dir\cat_0789.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0790.jpg;another_dir\cat_0790.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0791.jpg;another_dir\cat_0791.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0792.jpg;another_dir\cat_0792.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0793.jpg;another_dir\cat_0793.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0794.jpg;another_dir\cat_0794.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0795.jpg;another_dir\cat_0795.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0796.jpg;another_dir\cat_0796.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0797.jpg;another_dir\cat_0797.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0798.jpg;another_dir\cat_0798.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0799.jpg;another_dir\cat_0799.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0800.jpg;another_dir\cat_0800.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0801.jpg;another_dir\cat_0801.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0802.jpg;another_dir\cat_0802.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0803.jpg;another_dir\cat_0803.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0804.jpg;another_dir\cat_0804.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0805.jpg;another_dir\cat_0805.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0806.jpg;another_dir\cat_0806.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0807.jpg;another_dir\cat_0807.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0808.jpg;another_dir\cat_0808.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0809.jpg;another_dir\cat_0809.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0810.jpg;another_dir\cat_0810.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0811.jpg;another_dir\cat_0811.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0812.jpg;another_dir\cat_0812.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0813.jpg;another_dir\cat_0813.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0814.jpg;another_dir\cat_0814.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0815.jpg;another_dir\cat_0815.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0816.jpg;another_dir\cat_0816.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0817.jpg;another_dir\cat_0817.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0818.jpg;another_dir\cat_0818.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0819.jpg;another_dir\cat_0819.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0820.jpg;another_dir\cat_0820.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0821.jpg;another_dir\cat_0821.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0822.jpg;another_dir\cat_0822.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0823.jpg;another_dir\cat_0823.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0824.jpg;another_dir\cat_0824.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0825.jpg;another_dir\cat_0825.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0826.jpg;another_dir\cat_0826.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0827.jpg;another_dir\cat_0827.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0828.jpg;another_dir\cat_0828.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0829.jpg;another_dir\cat_0829.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0830.jpg;another_dir\cat_0830.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0831.jpg;another_dir\cat_0831.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0832.jpg;another_dir\cat_0832.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0833.jpg;another_dir\cat_0833.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0834.jpg;another_dir\cat_0834.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0835.jpg;another_dir\cat_0835.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0836.jpg;another_dir\cat_0836.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0837.jpg;another_dir\cat_0837.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0838.jpg;another_dir\cat_0838.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0839.jpg;another_dir\cat_0839.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0840.jpg;another_dir\cat_0840.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0841.jpg;another_dir\cat_0841.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0842.jpg;another_dir\cat_0842.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0843.jpg;another_dir\cat_0843.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0844.jpg;another_dir\cat_0844.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0845.jpg;another_dir\cat_0845.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0846.jpg;another_dir\cat_0846.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0847.jpg;another_dir\cat_0847.jpg;cat
